free_text,hours,workload,sleep,stress,burnout_label
HR | Healthcare | Hybrid | 1,47.0,9.0,7.0,6.0,1
Project Manager | Consulting | Remote | 3,41.0,6.0,3.0,6.0,0
Data Scientist | IT | Hybrid | 1,44.0,6.0,6.0,6.0,0
Project Manager | IT | Onsite | 4,22.0,6.0,6.0,3.0,0
Software Engineer | Manufacturing | Remote | 4,59.0,9.0,7.0,6.0,1
Software Engineer | Finance | Remote | 2,47.0,9.0,6.0,3.0,1
Data Scientist | Consulting | Remote | 2,53.0,6.0,7.0,3.0,0
HR | Finance | Onsite | 4,37.0,6.0,3.0,9.0,1
Marketing | Finance | Onsite | 1,51.0,8.0,7.0,6.0,1
HR | IT | Onsite | 4,31.0,10.0,7.0,6.0,1
Software Engineer | Healthcare | Onsite | 3,60.0,8.0,3.0,6.0,1
Project Manager | Manufacturing | Remote | 2,34.0,9.0,6.0,9.0,1
Data Scientist | Consulting | Remote | 3,34.0,10.0,7.0,3.0,1
Data Scientist | Healthcare | Onsite | 5,52.0,8.0,7.0,9.0,1
Project Manager | IT | Remote | 1,50.0,6.0,6.0,3.0,0
Designer | IT | Hybrid | 1,21.0,9.0,7.0,6.0,1
Project Manager | Healthcare | Hybrid | 4,39.0,10.0,7.0,6.0,1
Sales | Education | Hybrid | 2,36.0,8.0,7.0,6.0,1
Marketing | Finance | Onsite | 5,22.0,10.0,3.0,9.0,1
Data Scientist | IT | Hybrid | 2,50.0,7.0,7.0,3.0,0
Marketing | IT | Remote | 5,21.0,8.0,6.0,3.0,1
Sales | Manufacturing | Hybrid | 5,60.0,8.0,6.0,9.0,1
HR | Consulting | Onsite | 3,37.0,10.0,6.0,3.0,1
Designer | Retail | Remote | 3,51.0,7.0,3.0,3.0,0
Data Scientist | Consulting | Hybrid | 5,46.0,10.0,6.0,9.0,1
Software Engineer | IT | Remote | 3,36.0,8.0,6.0,6.0,1
Designer | Consulting | Onsite | 4,22.0,7.0,6.0,6.0,0
Designer | Education | Onsite | 5,40.0,6.0,3.0,3.0,0
Software Engineer | Education | Remote | 2,49.0,6.0,6.0,9.0,0
Designer | Education | Hybrid | 2,44.0,7.0,7.0,9.0,0
Designer | Manufacturing | Onsite | 1,39.0,10.0,7.0,3.0,1
HR | Finance | Remote | 3,32.0,9.0,3.0,6.0,1
Marketing | Healthcare | Hybrid | 4,59.0,7.0,3.0,9.0,1
Sales | Retail | Onsite | 5,41.0,7.0,7.0,3.0,0
Software Engineer | IT | Onsite | 1,24.0,10.0,7.0,9.0,1
Project Manager | Manufacturing | Onsite | 4,56.0,8.0,7.0,6.0,1
Sales | Manufacturing | Remote | 2,50.0,7.0,7.0,6.0,0
Marketing | Manufacturing | Remote | 4,56.0,10.0,7.0,6.0,1
Sales | Finance | Hybrid | 5,46.0,6.0,6.0,3.0,0
Data Scientist | Consulting | Hybrid | 1,36.0,8.0,3.0,9.0,1
Data Scientist | Education | Hybrid | 3,57.0,7.0,7.0,9.0,1
Marketing | Finance | Hybrid | 1,47.0,7.0,6.0,3.0,0
Marketing | Manufacturing | Hybrid | 2,47.0,7.0,6.0,6.0,0
Sales | Manufacturing | Hybrid | 4,37.0,9.0,3.0,3.0,1
Data Scientist | Manufacturing | Remote | 1,37.0,7.0,6.0,6.0,0
Software Engineer | Education | Remote | 4,45.0,6.0,6.0,9.0,0
Data Scientist | Consulting | Remote | 4,59.0,8.0,3.0,9.0,1
Data Scientist | Consulting | Onsite | 5,36.0,7.0,3.0,6.0,0
Designer | IT | Onsite | 5,37.0,8.0,7.0,3.0,1
Project Manager | Finance | Onsite | 4,21.0,7.0,6.0,9.0,0
HR | Finance | Hybrid | 2,46.0,8.0,6.0,9.0,1
Designer | Healthcare | Hybrid | 5,34.0,8.0,7.0,6.0,1
Sales | Manufacturing | Onsite | 5,42.0,9.0,6.0,9.0,1
Marketing | Finance | Onsite | 2,51.0,10.0,3.0,6.0,1
Marketing | Education | Onsite | 2,60.0,10.0,6.0,6.0,1
Marketing | Finance | Remote | 1,32.0,10.0,3.0,3.0,1
Sales | IT | Onsite | 2,35.0,8.0,7.0,6.0,1
Data Scientist | Finance | Remote | 3,33.0,7.0,3.0,3.0,0
Marketing | Healthcare | Hybrid | 2,58.0,6.0,6.0,3.0,1
Software Engineer | Manufacturing | Hybrid | 1,53.0,7.0,7.0,3.0,0
Data Scientist | Consulting | Onsite | 3,21.0,10.0,3.0,6.0,1
Software Engineer | IT | Hybrid | 2,48.0,7.0,3.0,9.0,1
Sales | Retail | Hybrid | 5,51.0,9.0,7.0,3.0,1
Project Manager | Healthcare | Onsite | 1,31.0,7.0,6.0,6.0,0
Project Manager | Manufacturing | Hybrid | 1,33.0,7.0,3.0,3.0,0
Marketing | IT | Remote | 5,37.0,8.0,7.0,3.0,1
Software Engineer | Education | Onsite | 2,56.0,6.0,3.0,9.0,1
HR | Retail | Onsite | 3,42.0,7.0,7.0,3.0,0
Software Engineer | Manufacturing | Remote | 4,60.0,9.0,7.0,6.0,1
HR | Education | Remote | 5,27.0,7.0,6.0,6.0,0
HR | Consulting | Hybrid | 5,47.0,10.0,3.0,3.0,1
Sales | Consulting | Remote | 2,43.0,10.0,6.0,9.0,1
HR | Manufacturing | Remote | 1,47.0,9.0,7.0,9.0,1
Project Manager | IT | Remote | 1,58.0,8.0,3.0,3.0,1
Data Scientist | Manufacturing | Remote | 1,56.0,6.0,6.0,9.0,1
Software Engineer | Manufacturing | Onsite | 3,50.0,7.0,6.0,6.0,0
Data Scientist | Consulting | Onsite | 3,60.0,7.0,3.0,6.0,1
Software Engineer | Finance | Hybrid | 4,25.0,7.0,7.0,3.0,0
Software Engineer | IT | Remote | 5,55.0,7.0,7.0,9.0,1
Sales | Retail | Hybrid | 3,21.0,9.0,7.0,6.0,1
Marketing | Education | Hybrid | 5,32.0,7.0,6.0,3.0,0
Software Engineer | Education | Remote | 4,36.0,7.0,3.0,6.0,0
Designer | Education | Hybrid | 2,38.0,7.0,7.0,6.0,0
Data Scientist | Finance | Remote | 2,39.0,6.0,7.0,9.0,0
Data Scientist | Manufacturing | Hybrid | 3,24.0,9.0,7.0,6.0,1
Project Manager | Consulting | Remote | 3,57.0,10.0,7.0,6.0,1
Data Scientist | Retail | Onsite | 5,50.0,6.0,3.0,6.0,0
Project Manager | Education | Hybrid | 5,30.0,10.0,7.0,3.0,1
Sales | Consulting | Remote | 2,50.0,9.0,6.0,9.0,1
Sales | Consulting | Remote | 2,54.0,7.0,7.0,9.0,0
Project Manager | Healthcare | Remote | 5,48.0,6.0,6.0,3.0,0
Marketing | Finance | Remote | 5,43.0,9.0,7.0,3.0,1
Data Scientist | IT | Hybrid | 4,32.0,6.0,7.0,9.0,0
Data Scientist | Healthcare | Remote | 1,39.0,6.0,3.0,6.0,0
Sales | Education | Onsite | 3,26.0,10.0,3.0,3.0,1
Data Scientist | Consulting | Onsite | 4,41.0,10.0,6.0,6.0,1
Sales | Education | Onsite | 2,31.0,7.0,6.0,3.0,0
HR | Retail | Remote | 5,43.0,7.0,7.0,3.0,0
Software Engineer | Consulting | Remote | 4,34.0,10.0,7.0,9.0,1
HR | Healthcare | Hybrid | 2,23.0,7.0,7.0,3.0,0
Designer | IT | Onsite | 1,21.0,7.0,3.0,6.0,0
Marketing | IT | Onsite | 1,27.0,10.0,7.0,9.0,1
HR | IT | Onsite | 5,53.0,7.0,6.0,6.0,0
Project Manager | Finance | Remote | 5,57.0,6.0,6.0,9.0,1
Marketing | Retail | Hybrid | 2,44.0,6.0,7.0,6.0,0
HR | Retail | Remote | 5,23.0,9.0,3.0,9.0,1
Project Manager | Healthcare | Onsite | 5,43.0,9.0,7.0,6.0,1
Sales | Consulting | Remote | 3,58.0,7.0,3.0,9.0,1
Project Manager | Finance | Onsite | 3,39.0,9.0,7.0,3.0,1
Designer | Healthcare | Onsite | 5,54.0,9.0,6.0,3.0,1
Software Engineer | Retail | Onsite | 2,23.0,7.0,6.0,6.0,0
Software Engineer | IT | Remote | 1,47.0,6.0,6.0,9.0,0
Sales | Consulting | Remote | 4,40.0,8.0,7.0,6.0,1
Software Engineer | Retail | Onsite | 3,29.0,6.0,7.0,9.0,0
Project Manager | IT | Hybrid | 2,59.0,6.0,7.0,6.0,1
Designer | Finance | Onsite | 5,25.0,9.0,6.0,9.0,1
Data Scientist | Education | Onsite | 1,48.0,8.0,7.0,3.0,1
Marketing | Healthcare | Onsite | 4,24.0,10.0,7.0,6.0,1
Project Manager | Finance | Hybrid | 2,53.0,10.0,7.0,6.0,1
HR | Manufacturing | Hybrid | 2,52.0,8.0,7.0,6.0,1
Data Scientist | Manufacturing | Remote | 5,57.0,10.0,6.0,6.0,1
Data Scientist | Retail | Onsite | 5,21.0,6.0,3.0,9.0,1
Designer | Manufacturing | Onsite | 4,24.0,9.0,7.0,3.0,1
Data Scientist | Finance | Hybrid | 1,46.0,9.0,3.0,3.0,1
Data Scientist | Education | Onsite | 1,25.0,8.0,3.0,6.0,1
HR | Manufacturing | Remote | 2,32.0,8.0,6.0,6.0,1
Software Engineer | Retail | Hybrid | 4,52.0,6.0,7.0,9.0,0
Designer | Manufacturing | Remote | 4,59.0,6.0,6.0,3.0,1
Software Engineer | Consulting | Remote | 5,22.0,6.0,7.0,3.0,0
Project Manager | IT | Remote | 4,32.0,10.0,6.0,6.0,1
HR | Consulting | Hybrid | 1,44.0,7.0,7.0,9.0,0
Sales | Consulting | Hybrid | 5,55.0,6.0,3.0,6.0,1
Software Engineer | Education | Onsite | 4,31.0,6.0,7.0,9.0,0
Project Manager | Manufacturing | Onsite | 5,58.0,6.0,6.0,3.0,1
Sales | Healthcare | Remote | 5,20.0,10.0,6.0,3.0,1
Project Manager | Education | Remote | 5,55.0,7.0,3.0,6.0,1
Project Manager | Consulting | Hybrid | 5,20.0,6.0,6.0,9.0,0
HR | Consulting | Remote | 1,37.0,6.0,7.0,9.0,0
Software Engineer | Retail | Remote | 4,59.0,8.0,7.0,3.0,1
HR | IT | Hybrid | 2,45.0,7.0,7.0,9.0,0
Marketing | Consulting | Remote | 3,41.0,10.0,6.0,3.0,1
Sales | Healthcare | Hybrid | 2,28.0,9.0,3.0,6.0,1
HR | Manufacturing | Remote | 5,40.0,9.0,3.0,9.0,1
HR | Manufacturing | Hybrid | 1,48.0,6.0,6.0,6.0,0
Sales | Finance | Hybrid | 2,55.0,9.0,3.0,9.0,1
Data Scientist | Education | Onsite | 5,41.0,6.0,7.0,9.0,0
Project Manager | Manufacturing | Onsite | 3,32.0,6.0,3.0,9.0,1
Designer | Manufacturing | Hybrid | 4,27.0,6.0,6.0,3.0,0
Project Manager | Education | Remote | 1,51.0,9.0,7.0,6.0,1
Marketing | Healthcare | Remote | 4,50.0,10.0,7.0,3.0,1
HR | Consulting | Remote | 4,20.0,8.0,3.0,9.0,1
Project Manager | Retail | Onsite | 1,21.0,8.0,3.0,6.0,1
Data Scientist | Education | Hybrid | 4,23.0,6.0,3.0,9.0,1
Project Manager | Finance | Onsite | 5,26.0,10.0,3.0,9.0,1
Project Manager | Healthcare | Hybrid | 3,49.0,6.0,7.0,6.0,0
Data Scientist | Retail | Remote | 5,26.0,10.0,6.0,6.0,1
HR | Retail | Hybrid | 1,31.0,10.0,6.0,6.0,1
Designer | IT | Onsite | 3,40.0,8.0,6.0,3.0,1
Sales | Manufacturing | Hybrid | 3,29.0,10.0,7.0,6.0,1
Project Manager | IT | Onsite | 2,30.0,7.0,7.0,6.0,0
HR | Healthcare | Remote | 1,56.0,7.0,6.0,9.0,1
Designer | Healthcare | Remote | 2,28.0,10.0,3.0,6.0,1
Data Scientist | Consulting | Onsite | 1,31.0,9.0,7.0,3.0,1
Project Manager | Education | Remote | 2,49.0,9.0,6.0,3.0,1
HR | Consulting | Onsite | 5,24.0,7.0,6.0,3.0,0
Data Scientist | Manufacturing | Onsite | 3,38.0,6.0,3.0,6.0,0
Data Scientist | IT | Remote | 4,32.0,8.0,3.0,6.0,1
Sales | Healthcare | Onsite | 4,59.0,10.0,7.0,6.0,1
Designer | Manufacturing | Hybrid | 2,39.0,9.0,6.0,3.0,1
Designer | Healthcare | Remote | 1,23.0,6.0,3.0,9.0,1
Sales | Education | Hybrid | 5,31.0,10.0,7.0,9.0,1
Marketing | IT | Hybrid | 3,41.0,9.0,7.0,3.0,1
Software Engineer | Education | Remote | 2,37.0,10.0,6.0,6.0,1
Sales | Healthcare | Remote | 5,37.0,9.0,6.0,9.0,1
Designer | Manufacturing | Onsite | 1,28.0,6.0,3.0,3.0,0
Sales | IT | Remote | 5,59.0,6.0,6.0,6.0,1
Sales | IT | Onsite | 4,57.0,9.0,7.0,9.0,1
Marketing | Finance | Onsite | 3,53.0,7.0,7.0,6.0,0
Project Manager | Education | Remote | 2,26.0,10.0,3.0,9.0,1
HR | Finance | Hybrid | 2,25.0,9.0,3.0,3.0,1
Project Manager | Retail | Remote | 3,21.0,7.0,3.0,9.0,1
Marketing | IT | Remote | 1,59.0,9.0,6.0,6.0,1
HR | Healthcare | Hybrid | 1,48.0,7.0,3.0,9.0,1
Sales | Retail | Onsite | 5,38.0,8.0,7.0,3.0,1
Sales | Retail | Remote | 1,37.0,6.0,7.0,9.0,0
Designer | Education | Onsite | 3,28.0,9.0,7.0,6.0,1
Software Engineer | Finance | Remote | 2,33.0,7.0,3.0,9.0,1
Marketing | Finance | Onsite | 2,51.0,6.0,3.0,9.0,1
Data Scientist | Retail | Remote | 2,44.0,8.0,6.0,9.0,1
Project Manager | Finance | Onsite | 1,42.0,9.0,3.0,3.0,1
Data Scientist | Manufacturing | Remote | 2,52.0,10.0,7.0,9.0,1
Software Engineer | Manufacturing | Remote | 1,24.0,6.0,7.0,6.0,0
HR | Consulting | Onsite | 3,40.0,7.0,7.0,6.0,0
HR | Manufacturing | Remote | 5,53.0,7.0,7.0,3.0,0
Designer | IT | Onsite | 2,45.0,6.0,3.0,9.0,1
HR | Education | Remote | 3,38.0,7.0,7.0,9.0,0
Software Engineer | Healthcare | Hybrid | 4,24.0,7.0,6.0,6.0,0
HR | Finance | Onsite | 5,31.0,8.0,3.0,3.0,1
Marketing | Retail | Remote | 5,59.0,7.0,3.0,9.0,1
Sales | Finance | Onsite | 3,58.0,7.0,7.0,6.0,1
Sales | IT | Onsite | 2,28.0,8.0,3.0,3.0,1
Marketing | Consulting | Hybrid | 3,33.0,9.0,7.0,9.0,1
Designer | Healthcare | Remote | 5,56.0,9.0,7.0,9.0,1
Software Engineer | IT | Hybrid | 4,32.0,9.0,6.0,6.0,1
Project Manager | Finance | Onsite | 5,38.0,10.0,3.0,3.0,1
HR | Finance | Onsite | 3,43.0,9.0,3.0,9.0,1
Data Scientist | Manufacturing | Hybrid | 1,36.0,8.0,6.0,6.0,1
HR | Retail | Remote | 5,57.0,6.0,3.0,9.0,1
Sales | Retail | Onsite | 2,55.0,8.0,3.0,9.0,1
Software Engineer | Healthcare | Onsite | 3,37.0,7.0,6.0,6.0,0
Designer | Consulting | Hybrid | 2,22.0,6.0,7.0,6.0,0
HR | Finance | Hybrid | 1,40.0,6.0,6.0,3.0,0
Project Manager | Consulting | Hybrid | 3,36.0,6.0,3.0,6.0,0
Project Manager | Healthcare | Onsite | 5,57.0,7.0,7.0,6.0,1
Designer | Retail | Remote | 3,52.0,6.0,3.0,9.0,1
Designer | Consulting | Onsite | 3,54.0,8.0,7.0,9.0,1
Data Scientist | IT | Remote | 4,49.0,6.0,6.0,3.0,0
Data Scientist | Education | Remote | 5,30.0,6.0,6.0,9.0,0
Project Manager | Education | Onsite | 5,26.0,6.0,7.0,3.0,0
Marketing | Retail | Hybrid | 2,38.0,6.0,3.0,9.0,1
Project Manager | IT | Remote | 4,27.0,7.0,6.0,3.0,0
Software Engineer | Retail | Onsite | 3,31.0,6.0,6.0,6.0,0
Project Manager | IT | Onsite | 5,33.0,7.0,7.0,9.0,0
Sales | Education | Onsite | 1,48.0,7.0,6.0,3.0,0
Project Manager | Finance | Onsite | 4,20.0,9.0,3.0,3.0,1
Sales | IT | Remote | 4,47.0,8.0,6.0,3.0,1
Sales | IT | Onsite | 1,40.0,8.0,6.0,3.0,1
Sales | Finance | Remote | 1,30.0,10.0,6.0,3.0,1
Sales | IT | Hybrid | 5,52.0,7.0,7.0,9.0,0
Sales | IT | Hybrid | 1,48.0,7.0,3.0,3.0,0
Project Manager | Finance | Remote | 3,41.0,6.0,7.0,3.0,0
Sales | Manufacturing | Onsite | 2,54.0,10.0,6.0,9.0,1
Marketing | IT | Hybrid | 2,41.0,7.0,3.0,6.0,0
Sales | Manufacturing | Onsite | 4,40.0,10.0,7.0,3.0,1
Software Engineer | IT | Hybrid | 4,43.0,9.0,7.0,3.0,1
HR | Healthcare | Remote | 3,55.0,7.0,7.0,9.0,1
HR | Retail | Remote | 4,46.0,10.0,7.0,6.0,1
Software Engineer | Consulting | Hybrid | 3,36.0,9.0,7.0,6.0,1
Data Scientist | Finance | Remote | 2,54.0,7.0,3.0,3.0,0
Designer | Education | Remote | 5,34.0,7.0,3.0,9.0,1
Data Scientist | Education | Onsite | 1,41.0,6.0,3.0,3.0,0
Designer | Retail | Onsite | 3,53.0,9.0,7.0,9.0,1
Project Manager | Consulting | Hybrid | 3,46.0,7.0,7.0,3.0,0
Project Manager | Manufacturing | Remote | 2,35.0,7.0,3.0,3.0,0
Project Manager | Healthcare | Onsite | 3,44.0,10.0,3.0,9.0,1
Software Engineer | Education | Remote | 4,20.0,9.0,6.0,9.0,1
Project Manager | Consulting | Remote | 3,37.0,6.0,3.0,9.0,1
Project Manager | Finance | Onsite | 4,57.0,10.0,6.0,3.0,1
Sales | Finance | Onsite | 5,20.0,7.0,6.0,6.0,0
Marketing | Manufacturing | Hybrid | 5,54.0,10.0,3.0,9.0,1
Marketing | IT | Remote | 1,53.0,8.0,7.0,9.0,1
Marketing | Healthcare | Onsite | 4,53.0,9.0,3.0,3.0,1
Marketing | Manufacturing | Hybrid | 1,25.0,7.0,7.0,6.0,0
Data Scientist | Consulting | Remote | 2,28.0,8.0,6.0,6.0,1
Marketing | Finance | Hybrid | 3,42.0,8.0,3.0,9.0,1
Designer | Healthcare | Remote | 5,44.0,6.0,6.0,3.0,0
Sales | Manufacturing | Remote | 3,23.0,10.0,6.0,9.0,1
Software Engineer | Retail | Hybrid | 1,57.0,8.0,3.0,3.0,1
Data Scientist | Education | Onsite | 2,41.0,10.0,7.0,6.0,1
Designer | Education | Hybrid | 5,42.0,8.0,6.0,3.0,1
Designer | Manufacturing | Remote | 2,56.0,9.0,3.0,9.0,1
HR | Healthcare | Onsite | 1,23.0,6.0,3.0,9.0,1
Project Manager | Education | Hybrid | 2,58.0,6.0,3.0,9.0,1
Data Scientist | Consulting | Hybrid | 1,43.0,10.0,3.0,9.0,1
HR | IT | Onsite | 4,41.0,8.0,6.0,3.0,1
HR | Finance | Remote | 2,33.0,8.0,6.0,6.0,1
HR | Manufacturing | Onsite | 4,53.0,7.0,3.0,3.0,0
HR | Consulting | Hybrid | 2,23.0,7.0,7.0,9.0,0
Designer | Finance | Onsite | 3,21.0,6.0,7.0,9.0,0
Project Manager | IT | Remote | 2,28.0,8.0,3.0,9.0,1
Project Manager | Healthcare | Hybrid | 3,52.0,8.0,3.0,9.0,1
Software Engineer | Consulting | Remote | 2,38.0,6.0,3.0,9.0,1
Designer | Manufacturing | Hybrid | 1,25.0,7.0,7.0,9.0,0
Marketing | Healthcare | Remote | 2,49.0,6.0,7.0,3.0,0
Software Engineer | IT | Remote | 3,37.0,6.0,6.0,3.0,0
Software Engineer | Education | Remote | 2,33.0,7.0,3.0,3.0,0
Designer | Finance | Remote | 2,42.0,10.0,6.0,6.0,1
Software Engineer | Retail | Onsite | 1,42.0,7.0,6.0,6.0,0
HR | Consulting | Hybrid | 3,23.0,7.0,3.0,9.0,1
Project Manager | Healthcare | Onsite | 2,50.0,7.0,3.0,6.0,0
Marketing | Consulting | Remote | 4,37.0,7.0,3.0,6.0,0
Data Scientist | Healthcare | Hybrid | 2,59.0,7.0,6.0,3.0,1
Project Manager | Finance | Hybrid | 3,34.0,9.0,3.0,3.0,1
Marketing | Education | Onsite | 4,59.0,9.0,3.0,9.0,1
Sales | IT | Onsite | 4,50.0,10.0,6.0,9.0,1
Data Scientist | Education | Hybrid | 3,34.0,9.0,3.0,3.0,1
Data Scientist | Retail | Remote | 1,27.0,8.0,7.0,3.0,1
Marketing | Healthcare | Onsite | 3,42.0,7.0,6.0,6.0,0
Marketing | Healthcare | Hybrid | 5,50.0,8.0,3.0,6.0,1
Designer | IT | Onsite | 4,41.0,10.0,6.0,3.0,1
Project Manager | Healthcare | Remote | 5,29.0,8.0,7.0,3.0,1
Project Manager | Manufacturing | Hybrid | 2,28.0,9.0,6.0,3.0,1
HR | Manufacturing | Onsite | 3,20.0,9.0,3.0,6.0,1
Sales | Finance | Onsite | 3,51.0,10.0,3.0,9.0,1
Project Manager | Manufacturing | Hybrid | 2,22.0,6.0,3.0,9.0,1
Data Scientist | Healthcare | Remote | 2,54.0,6.0,3.0,3.0,0
Designer | Retail | Onsite | 1,43.0,10.0,6.0,9.0,1
Project Manager | Healthcare | Remote | 2,23.0,9.0,6.0,6.0,1
Data Scientist | Consulting | Remote | 4,41.0,7.0,3.0,6.0,0
Project Manager | Consulting | Onsite | 5,57.0,8.0,7.0,6.0,1
Sales | IT | Hybrid | 3,25.0,10.0,7.0,6.0,1
Designer | Retail | Remote | 2,35.0,7.0,3.0,9.0,1
HR | Consulting | Onsite | 4,44.0,8.0,3.0,3.0,1
Sales | IT | Hybrid | 2,23.0,8.0,6.0,9.0,1
Project Manager | Education | Remote | 2,32.0,8.0,6.0,9.0,1
Designer | Healthcare | Remote | 3,20.0,6.0,6.0,9.0,0
Project Manager | Healthcare | Onsite | 1,54.0,7.0,7.0,3.0,0
Software Engineer | Healthcare | Hybrid | 3,44.0,10.0,7.0,9.0,1
HR | Healthcare | Remote | 3,41.0,10.0,3.0,9.0,1
Project Manager | Education | Hybrid | 2,59.0,9.0,7.0,6.0,1
Designer | IT | Remote | 4,37.0,8.0,6.0,6.0,1
Project Manager | Manufacturing | Onsite | 5,29.0,8.0,3.0,6.0,1
Marketing | Healthcare | Remote | 3,38.0,10.0,7.0,3.0,1
Data Scientist | Finance | Onsite | 3,38.0,10.0,3.0,3.0,1
Designer | Finance | Hybrid | 1,21.0,9.0,6.0,6.0,1
Marketing | IT | Hybrid | 2,34.0,10.0,7.0,6.0,1
Designer | IT | Hybrid | 1,48.0,6.0,3.0,3.0,0
Data Scientist | Retail | Hybrid | 3,46.0,10.0,3.0,6.0,1
Software Engineer | Healthcare | Hybrid | 4,32.0,7.0,3.0,6.0,0
Project Manager | Education | Hybrid | 2,54.0,9.0,3.0,9.0,1
Sales | Retail | Onsite | 5,37.0,9.0,7.0,9.0,1
Project Manager | Manufacturing | Remote | 2,29.0,8.0,3.0,3.0,1
Software Engineer | Consulting | Hybrid | 1,23.0,8.0,6.0,6.0,1
HR | Finance | Remote | 2,28.0,10.0,3.0,6.0,1
Marketing | Finance | Remote | 2,30.0,8.0,7.0,3.0,1
Data Scientist | Manufacturing | Onsite | 2,29.0,9.0,3.0,6.0,1
HR | Retail | Remote | 1,54.0,7.0,6.0,3.0,0
HR | Consulting | Hybrid | 3,36.0,10.0,7.0,9.0,1
Marketing | IT | Onsite | 2,36.0,9.0,3.0,9.0,1
Data Scientist | Retail | Remote | 2,46.0,7.0,6.0,9.0,0
Designer | Manufacturing | Hybrid | 1,30.0,6.0,6.0,3.0,0
Marketing | Retail | Remote | 4,46.0,8.0,3.0,9.0,1
Data Scientist | IT | Remote | 3,20.0,7.0,6.0,3.0,0
Marketing | Finance | Hybrid | 3,45.0,8.0,3.0,9.0,1
Marketing | Consulting | Hybrid | 4,37.0,10.0,3.0,3.0,1
Marketing | Finance | Remote | 2,36.0,6.0,7.0,3.0,0
Data Scientist | Finance | Remote | 4,60.0,9.0,7.0,9.0,1
Sales | Finance | Hybrid | 5,27.0,10.0,6.0,3.0,1
Sales | Manufacturing | Remote | 2,47.0,8.0,6.0,6.0,1
HR | Healthcare | Remote | 3,46.0,9.0,3.0,3.0,1
Project Manager | Education | Hybrid | 3,58.0,10.0,7.0,6.0,1
Data Scientist | Retail | Hybrid | 3,33.0,8.0,7.0,3.0,1
HR | IT | Onsite | 1,27.0,7.0,3.0,6.0,0
Project Manager | Consulting | Onsite | 1,56.0,10.0,6.0,6.0,1
Software Engineer | Manufacturing | Onsite | 1,32.0,7.0,7.0,3.0,0
HR | Manufacturing | Hybrid | 2,31.0,9.0,7.0,9.0,1
Data Scientist | Education | Onsite | 2,47.0,9.0,3.0,9.0,1
Designer | Finance | Hybrid | 2,35.0,10.0,7.0,9.0,1
Sales | Healthcare | Hybrid | 2,52.0,10.0,7.0,9.0,1
Project Manager | IT | Hybrid | 2,57.0,6.0,6.0,3.0,1
Designer | Retail | Onsite | 2,57.0,8.0,6.0,3.0,1
HR | Manufacturing | Onsite | 4,38.0,10.0,7.0,3.0,1
Sales | Consulting | Remote | 5,22.0,9.0,6.0,3.0,1
HR | IT | Hybrid | 2,50.0,8.0,7.0,9.0,1
HR | Retail | Remote | 3,28.0,7.0,6.0,6.0,0
Software Engineer | Healthcare | Onsite | 1,22.0,7.0,3.0,3.0,0
Sales | Healthcare | Remote | 3,24.0,10.0,6.0,9.0,1
Designer | Education | Hybrid | 3,32.0,8.0,7.0,3.0,1
Sales | IT | Remote | 3,41.0,10.0,3.0,9.0,1
Designer | Finance | Hybrid | 5,21.0,7.0,3.0,9.0,1
Project Manager | Finance | Onsite | 1,53.0,8.0,6.0,9.0,1
Project Manager | Education | Hybrid | 5,60.0,7.0,7.0,9.0,1
Sales | Finance | Onsite | 4,56.0,10.0,7.0,6.0,1
HR | Consulting | Onsite | 1,34.0,6.0,6.0,3.0,0
Project Manager | Retail | Onsite | 2,26.0,10.0,7.0,3.0,1
Designer | Manufacturing | Remote | 1,29.0,7.0,3.0,6.0,0
Software Engineer | Finance | Hybrid | 5,36.0,10.0,3.0,9.0,1
Data Scientist | Consulting | Onsite | 1,25.0,10.0,7.0,6.0,1
Sales | Healthcare | Hybrid | 1,31.0,9.0,6.0,9.0,1
Sales | Healthcare | Onsite | 3,38.0,9.0,6.0,3.0,1
Sales | Finance | Remote | 4,41.0,7.0,7.0,3.0,0
Project Manager | IT | Onsite | 5,34.0,7.0,6.0,9.0,0
Project Manager | Finance | Hybrid | 3,29.0,7.0,7.0,6.0,0
HR | Healthcare | Remote | 4,45.0,10.0,6.0,3.0,1
Project Manager | Healthcare | Onsite | 5,60.0,9.0,7.0,9.0,1
Project Manager | Education | Onsite | 4,48.0,8.0,6.0,6.0,1
HR | Healthcare | Hybrid | 5,23.0,10.0,6.0,9.0,1
HR | Education | Onsite | 1,60.0,9.0,3.0,3.0,1
Designer | Consulting | Hybrid | 5,37.0,10.0,3.0,3.0,1
HR | IT | Hybrid | 2,34.0,6.0,7.0,6.0,0
Marketing | Education | Remote | 3,54.0,10.0,7.0,9.0,1
Marketing | Education | Remote | 5,29.0,7.0,3.0,9.0,1
Designer | Consulting | Remote | 3,36.0,6.0,7.0,3.0,0
HR | Education | Onsite | 1,54.0,7.0,6.0,3.0,0
Designer | Healthcare | Hybrid | 2,55.0,6.0,3.0,3.0,1
HR | Retail | Onsite | 4,56.0,8.0,6.0,3.0,1
Software Engineer | Healthcare | Onsite | 4,48.0,10.0,6.0,9.0,1
Designer | Finance | Onsite | 5,52.0,9.0,3.0,9.0,1
Software Engineer | Retail | Hybrid | 2,49.0,8.0,3.0,6.0,1
Data Scientist | Healthcare | Remote | 2,26.0,7.0,6.0,3.0,0
Sales | Retail | Remote | 4,21.0,7.0,7.0,9.0,0
